"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"159","Oskar Sundqvist","STL","C","25","331.81666666667","260","383","40.44","181","257","41.32","115","161","41.67","13","26","33.33","13.1","17.29","43.11","111","162","40.66","49","69","41.53","4","15","21.05","62","93","40.00","4","5","44.44","160","258","38.28","5","5","50.00","11.30","83.85","0.952","48","62","91","258","34.53","76","87","144","34.55"
"542","Alex Vlasic","CHI","D","32","672.33333333333","510","752","40.41","361","564","39.03","224","371","37.65","20","42","32.26","23.04","41.38","35.77","235","370","38.84","90","167","35.02","11","20","35.48","145","203","41.67","5","13","27.78","276","506","35.29","3","9","25.00","8.93","88.68","0.976","45","138","157","456","22.28","121","203","315","27.75"
"307","Caleb Jones","PIT","D","7","120.2","101","149","40.40","70","97","41.92","46","60","43.40","4","4","50.00","5.48","7.38","42.63","54","74","42.19","25","38","39.68","2","3","40.00","29","36","44.62","1","1","50.00","44","84","34.38","1","0","100.00","8.70","93.33","1.020","9","17","19","99","32.14","21","28","44","32.31"
"35","Travis Hamonic","DET","D","18","259.91666666667","220","325","40.37","159","225","41.41","95","145","39.58","5","19","20.83","9.42","15.54","37.73","92","158","36.80","33","53","38.37","4","10","28.57","59","105","35.98","0","5","0.00","141","188","42.86","0","4","0.00","5.26","86.90","0.922","21","55","52","245","28.77","64","83","102","38.55"
"248","Robby Fabbri","STL","C","3","41.2","23","34","40.35","21","25","45.65","16","17","48.48","2","3","40.00","0.99","1.77","35.92","14","20","41.18","5","11","31.25","0","1","0.00","9","9","50.00","2","1","66.67","11","16","40.74","0","1","0.00","12.50","82.35","0.949","5","14","4","37","55.56","10","17","7","58.82"
"517","Nico Sturm","MIN","C","12","141.38333333333","114","169","40.28","87","114","43.28","61","70","46.56","6","4","60.00","8.06","8.39","49.00","58","85","40.56","30","40","42.86","3","2","60.00","28","45","38.36","0","0","-","53","106","33.33","1","2","33.33","9.84","94.29","1.041","6","21","40","129","13.04","25","36","75","25.00"
"148","Mike Matheson","MTL","D","32","796.85","632","938","40.25","472","667","41.44","316","431","42.30","41","54","43.16","37.11","53.64","40.89","314","476","39.75","122","201","37.77","15","27","35.71","192","275","41.11","17","17","50.00","317","577","35.46","8","10","44.44","12.97","87.47","1.004","53","164","152","459","25.85","149","244","367","28.88"
"203","Adam Erne","DAL","L","14","134.7","89","133","40.09","61","95","39.10","41","58","41.41","4","3","57.14","4.76","5.45","46.62","41","56","42.27","23","20","53.49","3","2","60.00","18","36","33.33","0","1","0.00","52","82","38.81","1","0","100.00","9.76","94.83","1.046","16","26","16","134","50.00","27","42","40","40.30"
"500","Alexander Romanov","NYI","D","15","291.66666666667","226","338","40.07","167","251","39.95","109","169","39.21","9","16","36.00","9.56","22.69","29.64","97","186","34.28","33","95","25.78","4","11","26.67","64","91","41.29","2","4","33.33","145","171","45.89","3","1","75.00","8.26","90.53","0.988","30","36","30","255","50.00","96","70","78","55.17"
"58","Casey Cizikas","NYI","C","34","358","255","382","40.03","182","247","42.42","120","153","43.96","14","16","46.67","12.23","19.96","38.00","101","192","34.47","48","89","35.04","6","9","40.00","53","103","33.97","4","4","50.00","156","214","42.16","2","3","40.00","11.67","89.54","1.012","53","88","64","323","45.30","84","118","111","43.08"
"365","Max Jones","EDM","L","1","5.65","2","3","40.00","2","3","40.00","1","2","33.33","0","0","-","0.02","0.15","10.21","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","2","1","66.67","0","0","-","0.00","100.00","1.000","2","0","1","5","66.67","2","0","1","66.67"
"184","Carson Soucy","NYR","D","31","555.53333333333","407","612","39.94","287","437","39.64","180","281","39.05","20","17","54.05","19.08","30.07","38.81","180","280","39.13","78","120","39.39","7","9","43.75","102","160","38.93","9","4","69.23","236","360","39.60","4","4","50.00","11.11","93.95","1.051","51","96","99","483","34.00","128","152","184","41.03"
"167","Colton Sissons","VGK","C","27","311.55","221","334","39.82","158","237","40.00","106","141","42.91","7","16","30.43","8.52","15.86","34.95","97","151","39.11","38","57","40.00","4","10","28.57","59","94","38.56","2","4","33.33","124","213","36.80","1","2","33.33","6.60","88.65","0.953","35","78","92","253","27.56","58","107","144","28.71"
"589","Kaiden Guhle","MTL","D","5","96.2","66","100","39.76","39","68","36.45","26","47","35.62","4","4","50.00","2.65","4.4","37.55","35","44","44.30","12","17","41.38","1","1","50.00","23","27","46.00","2","0","100.00","36","64","36.00","1","3","25.00","15.38","91.49","1.069","6","14","14","69","30.00","18","26","32","36.00"
"776","Gabe Perreault","NYR","R","3","39.466666666667","25","38","39.68","18","29","38.30","14","16","46.67","3","0","100.00","1.25","1.97","38.80","13","18","41.94","7","7","50.00","3","0","100.00","6","11","35.29","0","0","-","15","21","41.67","0","0","-","21.43","100.00","1.214","9","14","2","30","81.82","10","19","11","47.62"
"577","Tye Kartye","SEA","L","29","320.98333333333","234","356","39.66","164","247","39.90","107","157","40.53","9","23","28.13","9.6","18.37","34.33","108","164","39.71","34","72","32.08","4","11","26.67","74","92","44.58","2","6","25.00","112","242","31.64","3","6","33.33","8.41","85.35","0.938","17","64","95","289","15.18","28","88","137","16.97"
"739","Brian Halonen","N.J","L","9","67.516666666667","42","64","39.62","30","35","46.15","23","20","53.49","2","3","40.00","1.37","2.49","35.55","14","32","30.43","5","14","26.32","0","1","0.00","9","18","33.33","1","2","33.33","30","29","50.85","1","0","100.00","8.70","85.00","0.937","18","15","8","55","69.23","23","21","18","56.10"
"470","Patrick Giles","S.J","R","3","26.6","19","29","39.58","10","21","32.26","9","13","40.91","1","1","50.00","0.58","1.84","23.92","8","12","40.00","3","7","30.00","1","1","50.00","5","5","50.00","0","0","-","9","21","30.00","0","0","-","11.11","92.31","1.034","2","4","7","25","22.22","4","5","12","25.00"
"355","Carl Grundstrom","PHI","R","6","76.35","47","72","39.50","31","50","38.27","21","26","44.68","4","0","100.00","2.05","3.43","37.39","18","37","32.73","7","14","33.33","1","0","100.00","11","23","32.35","3","0","100.00","25","37","40.32","0","0","-","19.05","100.00","1.190","6","21","16","62","27.27","9","29","26","25.71"
"642","Nils Aman","VAN","C","2","17.316666666667","15","23","39.47","12","8","60.00","6","5","54.55","1","1","50.00","0.59","0.51","53.67","8","11","42.11","3","3","50.00","0","0","-","5","8","38.46","1","1","50.00","8","11","42.11","0","0","-","16.67","80.00","0.967","2","1","0","20","100.00","2","1","2","50.00"
"702","Lian Bichsel","DAL","D","26","411.05","273","422","39.28","191","308","38.28","133","208","39.00","15","11","57.69","14.56","21.43","40.44","141","195","41.96","69","91","43.13","10","8","55.56","72","104","40.91","3","2","60.00","127","269","32.07","2","1","66.67","11.28","94.71","1.060","24","73","58","360","29.27","54","105","134","28.72"
"119","Adam Larsson","SEA","D","31","666.03333333333","499","772","39.26","353","553","38.96","236","339","41.04","20","45","30.77","25","42.82","36.87","221","372","37.27","88","159","35.63","8","19","29.63","133","213","38.44","4","12","25.00","316","495","38.96","7","14","33.33","8.47","86.73","0.952","68","130","131","427","34.17","172","206","280","38.05"
"563","Ilya Mikheyev","CHI","R","31","546.61666666667","382","591","39.26","292","451","39.30","191","300","38.90","13","28","31.71","19.73","33.01","37.40","158","288","35.43","76","134","36.19","7","16","30.43","82","154","34.75","3","6","33.33","219","412","34.71","2","6","25.00","6.81","90.67","0.975","41","121","136","383","23.16","79","175","264","23.03"
"332","Alexandre Carrier","MTL","D","33","629.45","480","744","39.22","335","532","38.64","216","352","38.03","20","51","28.17","25.3","44.65","36.17","216","370","36.86","79","173","31.35","6","25","19.35","137","197","41.02","8","16","33.33","260","446","36.83","5","9","35.71","9.26","85.51","0.948","42","115","131","455","24.28","114","201","286","28.50"
"691","Tyson Kozak","BUF","C","23","281.96666666667","216","335","39.20","153","223","40.69","102","139","42.32","7","12","36.84","10.42","12.8","44.88","99","136","42.13","45","49","47.87","3","5","37.50","54","87","38.30","3","3","50.00","117","250","31.88","1","3","25.00","6.86","91.37","0.982","34","88","78","215","30.36","57","112","141","28.79"
"448","Alexey Toropchenko","STL","R","18","210.96666666667","146","228","39.04","110","153","41.83","74","104","41.57","9","15","37.50","8.09","9.73","45.40","66","90","42.31","33","37","47.14","3","8","27.27","33","53","38.37","1","4","20.00","73","146","33.33","4","3","57.14","12.16","85.58","0.977","21","54","39","206","35.00","32","67","62","34.04"
"679","Oliver Kapanen","MTL","C","33","465.38333333333","329","514","39.03","247","368","40.16","157","250","38.57","23","29","44.23","19.23","30.14","38.95","169","250","40.33","72","118","37.89","12","13","48.00","97","132","42.36","8","12","40.00","181","283","39.01","3","3","50.00","14.65","88.40","1.030","86","82","60","370","58.90","128","126","121","51.41"
"232","Garnet Hathaway","PHI","R","32","329","199","313","38.87","136","215","38.75","76","131","36.71","2","14","12.50","7.79","15.6","33.32","80","156","33.90","35","61","36.46","1","9","10.00","45","95","32.14","1","4","20.00","128","163","43.99","0","1","0.00","2.63","89.31","0.919","32","80","40","336","44.44","60","114","80","42.86"
"169","Jake McCabe","TOR","D","32","704.68333333333","504","795","38.80","373","558","40.06","267","364","42.31","39","33","54.17","29.93","40.26","42.64","253","397","38.92","112","141","44.27","23","14","62.16","141","256","35.52","7","14","33.33","265","504","34.46","6","5","54.55","14.61","90.93","1.055","48","138","201","563","19.28","125","214","340","26.88"
"516","Kyle MacLean","NYI","C","20","211.9","143","226","38.75","105","141","42.68","70","93","42.94","4","8","33.33","6.91","11.41","37.72","54","111","32.73","29","53","35.37","2","4","33.33","25","58","30.12","1","3","25.00","90","125","41.86","1","1","50.00","5.71","91.40","0.971","27","56","33","173","45.00","44","72","64","40.74"
"688","Vincent Iorio","S.J","D","10","160.78333333333","112","177","38.75","81","130","38.39","52","83","38.52","6","9","40.00","5.25","9.79","34.93","58","93","38.41","28","41","40.58","3","5","37.50","30","52","36.59","2","2","50.00","68","87","43.87","1","2","33.33","11.54","89.16","1.007","25","35","21","126","54.35","44","51","38","53.66"
"238","Haydn Fleury","WPG","D","15","223.03333333333","163","258","38.72","125","192","39.43","83","123","40.29","6","17","26.09","8.94","16.31","35.41","74","152","32.74","41","59","41.00","4","7","36.36","33","93","26.19","1","9","10.00","101","137","42.44","0","1","0.00","7.23","86.18","0.934","16","28","40","212","28.57","46","45","70","39.66"
"145","Scott Laughton","TOR","C","14","181.71666666667","135","214","38.68","107","156","40.68","64","107","37.43","6","7","46.15","7.15","10.74","39.96","53","98","35.10","24","37","39.34","3","3","50.00","29","61","32.22","3","3","50.00","78","140","35.78","0","0","-","9.38","93.46","1.028","13","33","83","147","13.54","26","48","116","18.31"
"293","Erik Cernak","T.B","D","19","367.08333333333","268","426","38.62","189","297","38.89","103","193","34.80","17","24","41.46","19.92","20.5","49.28","133","195","40.55","56","76","42.42","9","15","37.50","77","119","39.29","7","5","58.33","152","319","32.27","1","4","20.00","16.50","87.56","1.041","41","75","113","271","26.62","93","115","214","30.29"
"674","Ryan Winterton","SEA","C","31","363.01666666667","256","408","38.55","186","296","38.59","108","191","36.12","11","24","31.43","11.64","19.98","36.80","114","176","39.31","42","78","35.00","7","6","53.85","72","98","42.35","2","11","15.38","142","270","34.47","2","7","22.22","10.19","87.43","0.976","39","76","76","327","33.91","53","103","122","30.29"
"233","Frederic Gaudreau","SEA","C","18","268.43333333333","200","319","38.54","141","228","38.21","83","137","37.73","7","19","26.92","6.99","17.84","28.15","82","161","33.74","26","72","26.53","5","10","33.33","56","89","38.62","0","4","0.00","114","220","34.13","2","4","33.33","8.43","86.13","0.946","26","63","111","185","18.98","43","78","154","21.83"
"449","Morgan Barron","WPG","C","26","318.68333333333","235","375","38.52","183","270","40.40","126","175","41.86","13","14","48.15","11.12","19.86","35.89","103","185","35.76","56","77","42.11","7","2","77.78","47","108","30.32","2","8","20.00","134","261","33.92","4","4","50.00","10.32","92.00","1.023","26","80","137","224","15.95","46","104","191","19.41"
"216","Rasmus Ristolainen","PHI","D","1","19.3","10","16","38.46","7","13","35.00","4","6","40.00","2","0","100.00","0.5","0.86","36.80","3","10","23.08","1","3","25.00","0","0","-","2","7","22.22","1","0","100.00","9","9","50.00","0","0","-","50.00","100.00","1.500","1","1","6","18","14.29","4","4","11","26.67"
"280","Dryden Hunt","CGY","L","2","21.216666666667","15","24","38.46","13","12","52.00","9","8","52.94","0","2","0.00","1.05","0.71","59.68","8","7","53.33","4","3","57.14","0","1","0.00","4","4","50.00","0","1","0.00","8","21","27.59","0","0","-","0.00","75.00","0.750","1","2","5","19","16.67","3","2","13","18.75"
"369","Joshua Mahura","SEA","D","16","241.53333333333","175","280","38.46","124","189","39.62","75","125","37.50","11","7","61.11","7.98","10.23","43.81","74","108","40.66","32","36","47.06","6","3","66.67","42","72","36.84","3","3","50.00","102","177","36.56","2","1","66.67","14.67","94.40","1.091","25","48","31","230","44.64","49","71","64","43.36"
"734","Reid Schaefer","NSH","L","9","86.783333333333","62","100","38.27","45","66","40.54","28","44","38.89","3","5","37.50","3.48","4.03","46.37","33","47","41.25","20","16","55.56","2","3","40.00","13","31","29.55","0","2","0.00","35","61","36.46","1","0","100.00","10.71","88.64","0.994","14","19","13","72","51.85","28","27","35","44.44"
"362","Beck Malenstyn","BUF","L","31","352.83333333333","263","425","38.23","189","294","39.13","128","181","41.42","9","19","32.14","11.7","20.14","36.75","120","177","40.40","53","71","42.74","5","12","29.41","67","106","38.73","3","4","42.86","127","290","30.46","1","3","25.00","7.03","89.50","0.965","25","107","88","295","22.12","43","134","143","23.12"
"291","Jordan Greenway","BUF","L","18","243.71666666667","185","299","38.22","134","211","38.84","85","141","37.61","4","14","22.22","8.8","15.88","35.65","87","129","40.28","32","56","36.36","1","8","11.11","55","73","42.97","3","4","42.86","101","195","34.12","0","1","0.00","4.71","90.07","0.948","29","71","55","204","34.52","49","87","102","32.45"
"254","Marcus Pettersson","VAN","D","33","680.86666666667","473","765","38.21","349","549","38.86","213","360","37.17","22","42","34.38","22.68","42.07","35.02","225","373","37.63","90","176","33.83","9","19","32.14","135","197","40.66","9","15","37.50","258","506","33.77","3","8","27.27","10.33","88.33","0.987","61","148","172","436","26.18","130","206","330","28.26"
"174","Josh Anderson","MTL","R","33","487.41666666667","360","585","38.10","248","418","37.24","162","269","37.59","16","39","29.09","18.74","34.33","35.32","165","300","35.48","57","136","29.53","3","20","13.04","108","164","39.71","7","11","38.89","181","354","33.83","5","8","38.46","9.88","85.50","0.954","26","101","147","349","15.03","56","158","245","18.60"
"129","Connor Murphy","CHI","D","33","501.03333333333","319","521","37.98","238","376","38.76","152","248","38.00","10","26","27.78","15.79","30.01","34.48","148","261","36.19","61","118","34.08","6","13","31.58","87","143","37.83","3","5","37.50","167","378","30.64","1","8","11.11","6.58","89.52","0.961","26","89","148","367","14.94","60","141","259","18.81"
"672","Brennan Othmann","NYR","L","1","12.516666666667","11","18","37.93","6","11","35.29","4","5","44.44","1","2","33.33","0.37","0.38","49.00","5","7","41.67","3","2","60.00","1","1","50.00","2","5","28.57","0","1","0.00","7","12","36.84","0","0","-","25.00","60.00","0.850","4","3","0","9","100.00","7","5","2","77.78"
"224","Curtis Lazar","EDM","C","18","166.98333333333","109","179","37.85","85","123","40.87","53","83","38.97","3","9","25.00","5.25","7.71","40.51","53","82","39.26","21","29","42.00","1","6","14.29","32","53","37.65","2","2","50.00","54","109","33.13","0","1","0.00","5.66","89.16","0.948","16","34","56","156","22.22","25","49","83","23.15"
"504","Cole Koepke","WPG","L","23","239.35","169","278","37.81","132","199","39.88","93","131","41.52","6","11","35.29","7.81","15.31","33.78","71","140","33.65","35","61","36.46","4","2","66.67","36","79","31.30","1","8","11.11","92","192","32.39","1","1","50.00","6.45","91.60","0.981","18","55","86","183","17.31","30","69","130","18.75"
"350","Luke Kunin","FLA","C","22","205.25","158","260","37.80","112","180","38.36","70","125","35.90","4","14","22.22","6.71","11.86","36.14","60","103","36.81","28","43","39.44","2","9","18.18","32","60","34.78","0","1","0.00","100","172","36.76","2","4","33.33","5.71","88.80","0.945","39","54","44","162","46.99","57","66","81","41.30"
"785","Travis Mitchell","NYI","D","9","103.83333333333","65","107","37.79","50","77","39.37","31","47","39.74","3","3","50.00","2.62","4.78","35.41","28","50","35.90","9","21","30.00","1","1","50.00","19","29","39.58","2","1","66.67","47","53","47.00","0","1","0.00","9.68","93.62","1.033","19","34","8","83","70.37","38","42","19","66.67"
"519","Noah Philp","EDM","C","15","150.6","92","152","37.70","66","110","37.50","49","79","38.28","3","11","21.43","3.74","9.11","29.12","39","85","31.45","17","35","32.69","1","6","14.29","22","50","30.56","1","1","50.00","53","79","40.15","1","4","20.00","6.12","86.08","0.922","14","35","27","127","34.15","20","45","55","26.67"
"792","Florian Xhekaj","MTL","L","5","47.983333333333","29","48","37.66","18","32","36.00","13","19","40.63","1","2","33.33","0.97","1.64","36.98","13","24","35.14","4","7","36.36","0","2","0.00","9","17","34.62","0","0","-","18","23","43.90","1","0","100.00","7.69","89.47","0.972","8","17","6","32","57.14","10","21","13","43.48"
"275","Jake Evans","MTL","C","32","498.53333333333","352","585","37.57","238","424","35.95","162","281","36.57","13","42","23.64","17.76","35.17","33.55","154","298","34.07","49","134","26.78","3","21","12.50","105","164","39.03","5","9","35.71","187","369","33.63","4","12","25.00","8.02","85.05","0.931","27","101","155","339","14.84","57","152","269","17.48"
"302","Brandon Carlo","TOR","D","18","361.06666666667","278","465","37.42","212","325","39.48","145","213","40.50","20","24","45.45","13.73","22.21","38.21","135","206","39.59","49","82","37.40","11","12","47.83","86","124","40.95","7","7","50.00","141","297","32.19","0","4","0.00","13.79","88.73","1.025","32","98","74","293","30.19","71","142","156","31.28"
"328","Noel Acciari","PIT","C","19","247.23333333333","169","285","37.22","117","200","36.91","82","130","38.68","10","17","37.04","9.66","14.55","39.90","78","146","34.82","31","46","40.26","3","8","27.27","47","100","31.97","5","4","55.56","71","192","27.00","0","5","0.00","12.20","86.92","0.991","5","36","124","181","3.88","16","48","168","8.70"
